Source,ID,Title,Publication_type,Journal,Year_publication,Doi,Geography,Higher_geography,H_5,Year_study,Species_name,Genus,Species,Subspecies,Family,weight_bat_reported,weight_bat_mean,weight_bat_min,weight_bat_max,Type_device,Device_type_category,kind_device,VHF,device_weight_reported,weight_device,weight_device_min,weight_device_max,device_over5,device_%,device_%_min,device_%_max,Contact_authors,Authors_reply,Assignment,Validation
Omara_et_al_2014,Other_Omara_020,Evidence for exploitative competition: Comparative foraging behavior and roosting ecology of short-tailed fruit bats (phyllostomidae),Research,Biotropica,2007,https://doi.org/10.1111/j.1744-7429.2006.00251.x,"Orellana Province, Ecuador",Neotropical,Yes,2002 ; 2003,Carollia castanea,Carollia,castanea,NA,Phyllostomidae,Yes,12,11,12,VHF transmitter,VHF transmitter,Holohil LB-2 ; Holohil BD-2A,Yes,Yes,NA,0.47,0.63,Some,NA,2.8,5.5,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_020,Evidence for exploitative competition: Comparative foraging behavior and roosting ecology of short-tailed fruit bats (phyllostomidae),Research,Biotropica,2007,https://doi.org/10.1111/j.1744-7429.2006.00251.x,"Orellana Province, Ecuador",Neotropical,Yes,2002 ; 2003,Carollia perspicillata,Carollia,perspicillata,NA,Phyllostomidae,Yes,17,17,18,VHF transmitter,VHF transmitter,Holohil LB-2 ; Holohil BD-2A,Yes,Yes,NA,0.47,0.63,Some,NA,2.8,5.5,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_020,Evidence for exploitative competition: Comparative foraging behavior and roosting ecology of short-tailed fruit bats (phyllostomidae),Research,Biotropica,2007,https://doi.org/10.1111/j.1744-7429.2006.00251.x,"Orellana Province, Ecuador",Neotropical,Yes,2002 ; 2003,Carollia perspicillata,Carollia,perspicillata,NA,Phyllostomidae,Yes,17,17,18,VHF transmitter,VHF transmitter,Holohil LB-2 ; Holohil BD-2A,Yes,Yes,NA,0.47,0.63,Some,NA,2.8,5.5,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_021,Radio-tracking reveals that lesser horseshoe bats (Rhinolophus hipposideros) forage in woodland,Research,Journal of Zoology,2002,http://dx.doi.org/10.1017/S0952836902001401,"Monmouthshire, U.K",Palearctic,Yes,1997 ; 1998,Rhinolophus hipposideros,Rhinolophus,hipposideros,NA,Rhinolophidae,Yes,6,5,7,VHF transmitter,VHF transmitter,Naef-Daenzer 1993 ; Titley LTM,Yes,Yes,NA,0.33,0.44,Some,NA,4.5,7,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_022,Bat colony size reduction coincides with clear-fell harvest operations and high rates of roost loss in plantation forest,Research,Biodiversity and Conservation,2011,https://doi.org/10.1007/s10531-011-0144-7,"Kinleith, New Zealand",Australasian,Yes,2006-2009,Chalinolobus tuberculatus,Chalinolobus,tuberculatus,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil BD-2,Yes,Yes,0.48,0.48,0.48,Some,NA,3.56,5.65,Yes,No,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_022,Bat colony size reduction coincides with clear-fell harvest operations and high rates of roost loss in plantation forest,Research,Biodiversity and Conservation,2011,https://doi.org/10.1007/s10531-011-0144-7,"Kinleith, New Zealand",Australasian,Yes,2006-2009,Chalinolobus tuberculatus,Chalinolobus,tuberculatus,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil BD-2,Yes,Yes,0.48,0.48,0.48,Some,NA,3.56,5.65,Yes,No,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_022,Bat colony size reduction coincides with clear-fell harvest operations and high rates of roost loss in plantation forest,Research,Biodiversity and Conservation,2011,https://doi.org/10.1007/s10531-011-0144-7,"Kinleith, New Zealand",Australasian,Yes,2006-2009,Chalinolobus tuberculatus,Chalinolobus,tuberculatus,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil BD-2,Yes,Yes,0.48,0.48,0.48,Some,NA,3.56,5.65,Yes,No,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_022,Bat colony size reduction coincides with clear-fell harvest operations and high rates of roost loss in plantation forest,Research,Biodiversity and Conservation,2011,https://doi.org/10.1007/s10531-011-0144-7,"Kinleith, New Zealand",Australasian,Yes,2006-2009,Chalinolobus tuberculatus,Chalinolobus,tuberculatus,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil BD-2,Yes,Yes,0.48,0.48,0.48,Some,NA,3.56,5.65,Yes,No,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_023,Lek mating-behavior in hammer-headed bat,Research,Ethology,1977,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1439-0310.1977.tb02120.x,"Gaboon, Africa",Afrotropical,No,1970-1974,Hypsignathus monstrosus,Hypsignathus,monstrosus,NA,Pteropodidae,Yes,234,215,253,VHF transmitter,VHF transmitter,Custom-made radio transmitters ; AVM Co.,Yes,Yes,4,3,5,No,<3,NA,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_023,Lek mating-behavior in hammer-headed bat,Research,Ethology,1977,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1439-0310.1977.tb02120.x,"Gaboon, Africa",Afrotropical,No,1970-1974,Hypsignathus monstrosus,Hypsignathus,monstrosus,NA,Pteropodidae,Yes,420,419,421,VHF transmitter,VHF transmitter,Custom-made radio transmitters ; AVM Co.,Yes,Yes,4,3,5,No,<3,NA,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_033,A new method to study bat activity patterns,Research,Wildlife Society Bulletin,1999,NA,"South Carolina, USA",Nearctic,No,1996-1997,Lasiurus borealis,Lasiurus,borealis,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil LB-2,Yes,Yes,0.48,0.48,0.48,No,<5,NA,NA,Yes,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_034,"Partitioning of food resources by syntopic eastern red (lasiurus borealis), seminole (l-seminolus) and evening (nycticeius humeralis) bats",Research,The American Midland Naturalist,2004,https://doi.org/10.1674/0003-0031(2004)151[0186:POFRBS]2.0.CO;2,"South Carolina, USA",Nearctic,Yes,1996-1997,Lasiurus borealis,Lasiurus,borealis,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil LB-2,Yes,Yes,0.45,0.45,0.45,No,<5,NA,NA,Yes,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_034,"Partitioning of food resources by syntopic eastern red (lasiurus borealis), seminole (l-seminolus) and evening (nycticeius humeralis) bats",Research,The American Midland Naturalist,2004,https://doi.org/10.1674/0003-0031(2004)151[0186:POFRBS]2.0.CO;2,"South Carolina, USA",Nearctic,Yes,1996-1997,Lasiurus seminolus,Lasiurus,seminolus,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil LB-2,Yes,Yes,0.45,0.45,0.45,No,<5,NA,NA,Yes,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_034,"Partitioning of food resources by syntopic eastern red (lasiurus borealis), seminole (l-seminolus) and evening (nycticeius humeralis) bats",Research,The American Midland Naturalist,2004,https://doi.org/10.1674/0003-0031(2004)151[0186:POFRBS]2.0.CO;2,"South Carolina, USA",Nearctic,Yes,1996-1997,Nycticeius humeralis,Nycticeius,humeralis,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil LB-2,Yes,Yes,0.45,0.45,0.45,Yes,<5.5,NA,NA,Yes,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_035,Roost tree use by sympatric rafinesque’s big-eared bats (corynorhinus rafinesquii) and southeastern Myotis (Myotis austroriparius),Research,The American Midland Naturalist,2008,https://doi.org/10.1674/0003-0031(2008)160[364:RTUBSR]2.0.CO;2,"Tennessee, USA",Nearctic,No,2006,Myotis austroriparius,Myotis,austroriparius,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil LB-2N,Yes,Yes,0.35,0.35,0.35,No,<5,NA,NA,23.1.2023 Brian Carver,No,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_035,Roost tree use by sympatric rafinesque’s big-eared bats (corynorhinus rafinesquii) and southeastern Myotis (Myotis austroriparius),Research,The American Midland Naturalist,2008,https://doi.org/10.1674/0003-0031(2008)160[364:RTUBSR]2.0.CO;2,"Tennessee, USA",Nearctic,No,2006,Corynorhinus rafinesquii,Corynorhinus,rafinesquii,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Advanced Telemetry Systems A2415,Yes,Yes,0.5,0.5,0.5,No,<5,NA,NA,23.1.2023 Brian Carver,No,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_036,Roosts and home ranges of spotted bats (Euderma maculatum) in northern Arizona,Research,Canadian Journal of Zoology,2011,http://dx.doi.org/10.1139/Z11-106,USA,Nearctic,No,2003-2007,Euderma maculatum,Euderma,maculatum,NA,Vespertilionidae,Yes,17,17,17,VHF transmitter,VHF transmitter,Holohil,Yes,Yes,0.55,0.48,0.62,No,3.2,2.8,3.6,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_036,Roosts and home ranges of spotted bats (Euderma maculatum) in northern Arizona,Research,Canadian Journal of Zoology,2011,http://dx.doi.org/10.1139/Z11-106,USA,Nearctic,No,2003-2007,Euderma maculatum,Euderma,maculatum,NA,Vespertilionidae,Yes,15,15,15,VHF transmitter,VHF transmitter,Holohil,Yes,Yes,0.55,0.48,0.62,No,3.7,3.2,4.1,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_036,Roosts and home ranges of spotted bats (Euderma maculatum) in northern Arizona,Research,Canadian Journal of Zoology,2011,http://dx.doi.org/10.1139/Z11-106,USA,Nearctic,No,2003-2007,Euderma maculatum,Euderma,maculatum,NA,Vespertilionidae,Yes,16,14,18,VHF transmitter,VHF transmitter,Holohil,Yes,Yes,0.55,0.48,0.62,No,3.4,2.7,4.4,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_036,Roosts and home ranges of spotted bats (Euderma maculatum) in northern Arizona,Research,Canadian Journal of Zoology,2011,http://dx.doi.org/10.1139/Z11-106,USA,Nearctic,No,2003-2007,Euderma maculatum,Euderma,maculatum,NA,Vespertilionidae,Yes,14,14,15,VHF transmitter,VHF transmitter,Holohil,Yes,Yes,0.55,0.48,0.62,No,3.9,3.3,4.5,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_036,Roosts and home ranges of spotted bats (Euderma maculatum) in northern Arizona,Research,Canadian Journal of Zoology,2011,http://dx.doi.org/10.1139/Z11-106,USA,Nearctic,No,2003-2007,Euderma maculatum,Euderma,maculatum,NA,Vespertilionidae,Yes,14,14,14,VHF transmitter,VHF transmitter,Holohil,Yes,Yes,0.55,0.48,0.62,No,4.1,3.6,4.6,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_037,Roosting ecology of the tent-roosting bat artibeus watsoni (chiroptera: Phyllostomidae) in southwestern costa rica,Research,Biotropica: The Journal of Biology and Conservation,2005,https://doi.org/10.1111/j.1744-7429.2006.00107.x,Costa Rica,Neotropical,No,2003-2004,Artibeus watsoni,Artibeus,watsoni,NA,Phyllostomidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil BD-2 ; Holohil BD-2N,Yes,Yes,NA,0.47,0.51,No,NA,3.9,4.25,23.1.2023 Gloriana Chaverri,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_038,Reproductive biology and postnatal development in the tent-making bat artibeus watsoni (chiroptera: Phyllostomidae),Research,Journal of Zoology,2006,https://doi.org/10.1111/j.1469-7998.2006.00171.x,Costa Rica,Neotropical,No,2003-2005,Artibeus watsoni,Artibeus,watsoni,NA,Phyllostomidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil BD-2 ; Holohil BD-2N,Yes,Yes,NA,0.47,0.51,No,NA,3.9,4.25,23.1.2023 Gloriana Chaverri,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_039,Ecological correlates of roost fidelity in the tent-making bat artibeus watsoni,Research,Etholgy,2007,https://doi.org/10.1111/j.1439-0310.2007.01365.x,Costa Rica,Neotropical,No,2003-2004,Artibeus watsoni,Artibeus,watsoni,NA,Phyllostomidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil BD-2 ; Holohil BD-2N,Yes,Yes,NA,0.47,0.51,No,NA,3.9,4.25,23.1.2023 Gloriana Chaverri,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_039,Ecological correlates of roost fidelity in the tent-making bat artibeus watsoni,Research,Etholgy,2007,https://doi.org/10.1111/j.1439-0310.2007.01365.x,Costa Rica,Neotropical,No,2003-2004,Artibeus watsoni,Artibeus,watsoni,NA,Phyllostomidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil BD-2 ; Holohil BD-2N,Yes,Yes,NA,0.47,0.51,No,NA,3.9,4.25,23.1.2023 Gloriana Chaverri,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_039,Ecological correlates of roost fidelity in the tent-making bat artibeus watsoni,Research,Etholgy,2007,https://doi.org/10.1111/j.1439-0310.2007.01365.x,Costa Rica,Neotropical,No,2003-2004,Artibeus watsoni,Artibeus,watsoni,NA,Phyllostomidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil BD-2 ; Holohil BD-2N,Yes,Yes,NA,0.47,0.51,No,NA,3.9,4.25,23.1.2023 Gloriana Chaverri,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_039,Ecological correlates of roost fidelity in the tent-making bat artibeus watsoni,Research,Etholgy,2007,https://doi.org/10.1111/j.1439-0310.2007.01365.x,Costa Rica,Neotropical,No,2003-2004,Artibeus watsoni,Artibeus,watsoni,NA,Phyllostomidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil BD-2 ; Holohil BD-2N,Yes,Yes,NA,0.47,0.51,No,NA,3.9,4.25,23.1.2023 Gloriana Chaverri,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_040,Range overlap and association patterns in the tent-making bat artibeus watsoni,Research,Animal Behaviour,2007,https://doi.org/10.1016/j.anbehav.2006.06.003,Costa Rica,Neotropical,No,2003-2005,Artibeus watsoni,Artibeus,watsoni,NA,Phyllostomidae,Provided by author(s),12,11,13,VHF transmitter,VHF transmitter,Holohil BD-2 ; Holohil BD-2N,Yes,Yes,NA,0.47,0.51,No,NA,3.9,4.25,23.1.2023 Gloriana Chaverri,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_040,Range overlap and association patterns in the tent-making bat artibeus watsoni,Research,Animal Behaviour,2007,https://doi.org/10.1016/j.anbehav.2006.06.003,Costa Rica,Neotropical,No,2003-2005,Artibeus watsoni,Artibeus,watsoni,NA,Phyllostomidae,Provided by author(s),11,10,11,VHF transmitter,VHF transmitter,Holohil BD-2 ; Holohil BD-2N,Yes,Yes,NA,0.47,0.51,No,NA,3.9,4.25,23.1.2023 Gloriana Chaverri,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_040,Range overlap and association patterns in the tent-making bat artibeus watsoni,Research,Animal Behaviour,2007,https://doi.org/10.1016/j.anbehav.2006.06.003,Costa Rica,Neotropical,No,2003-2005,Artibeus watsoni,Artibeus,watsoni,NA,Phyllostomidae,Provided by author(s),9,9,9,VHF transmitter,VHF transmitter,Holohil BD-2 ; Holohil BD-2N,Yes,Yes,NA,0.47,0.51,No,NA,3.9,4.25,23.1.2023 Gloriana Chaverri,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_040,Range overlap and association patterns in the tent-making bat artibeus watsoni,Research,Animal Behaviour,2007,https://doi.org/10.1016/j.anbehav.2006.06.003,Costa Rica,Neotropical,No,2003-2005,Artibeus watsoni,Artibeus,watsoni,NA,Phyllostomidae,Provided by author(s),13,11,17,VHF transmitter,VHF transmitter,Holohil BD-2 ; Holohil BD-2N,Yes,Yes,NA,0.47,0.51,No,NA,3.9,4.25,23.1.2023 Gloriana Chaverri,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_040,Range overlap and association patterns in the tent-making bat artibeus watsoni,Research,Animal Behaviour,2007,https://doi.org/10.1016/j.anbehav.2006.06.003,Costa Rica,Neotropical,No,2003-2005,Artibeus watsoni,Artibeus,watsoni,NA,Phyllostomidae,Provided by author(s),11,11,11,VHF transmitter,VHF transmitter,Holohil BD-2 ; Holohil BD-2N,Yes,Yes,NA,0.47,0.51,No,NA,3.9,4.25,23.1.2023 Gloriana Chaverri,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_041,Ecological correlates of range size in the tent-making bat artibeus watsoni,Research,Journal of Mammalogy,2007,https://doi.org/10.1644/05-MAMM-A-260R2.1,Costa Rica,Neotropical,No,2003-2004,Artibeus watsoni,Artibeus,watsoni,NA,Phyllostomidae,Provided by author(s),12,11,13,VHF transmitter,VHF transmitter,Holohil BD-2 ; Holohil BD-2N,Yes,Yes,NA,0.47,0.51,No,NA,3.9,4.25,23.1.2023 Gloriana Chaverri,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_041,Ecological correlates of range size in the tent-making bat artibeus watsoni,Research,Journal of Mammalogy,2007,https://doi.org/10.1644/05-MAMM-A-260R2.1,Costa Rica,Neotropical,No,2003-2004,Artibeus watsoni,Artibeus,watsoni,NA,Phyllostomidae,Provided by author(s),11,10,11,VHF transmitter,VHF transmitter,Holohil BD-2 ; Holohil BD-2N,Yes,Yes,NA,0.47,0.51,No,NA,3.9,4.25,23.1.2023 Gloriana Chaverri,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_041,Ecological correlates of range size in the tent-making bat artibeus watsoni,Research,Journal of Mammalogy,2007,https://doi.org/10.1644/05-MAMM-A-260R2.1,Costa Rica,Neotropical,No,2003-2004,Artibeus watsoni,Artibeus,watsoni,NA,Phyllostomidae,Provided by author(s),9,9,9,VHF transmitter,VHF transmitter,Holohil BD-2 ; Holohil BD-2N,Yes,Yes,NA,0.47,0.51,No,NA,3.9,4.25,23.1.2023 Gloriana Chaverri,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_041,Ecological correlates of range size in the tent-making bat artibeus watsoni,Research,Journal of Mammalogy,2007,https://doi.org/10.1644/05-MAMM-A-260R2.1,Costa Rica,Neotropical,No,2003-2004,Artibeus watsoni,Artibeus,watsoni,NA,Phyllostomidae,Provided by author(s),13,11,17,VHF transmitter,VHF transmitter,Holohil BD-2 ; Holohil BD-2N,Yes,Yes,NA,0.47,0.51,No,NA,3.9,4.25,23.1.2023 Gloriana Chaverri,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_041,Ecological correlates of range size in the tent-making bat artibeus watsoni,Research,Journal of Mammalogy,2007,https://doi.org/10.1644/05-MAMM-A-260R2.1,Costa Rica,Neotropical,No,2003-2004,Artibeus watsoni,Artibeus,watsoni,NA,Phyllostomidae,Provided by author(s),11,11,11,VHF transmitter,VHF transmitter,Holohil BD-2 ; Holohil BD-2N,Yes,Yes,NA,0.47,0.51,No,NA,3.9,4.25,23.1.2023 Gloriana Chaverri,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_042,Mating system of the tent-making bat artibeus watsoni (chiroptera: Phyllostomidae,Research,Journal of Mammalogy,2008,https://doi.org/10.1644/08-MAMM-S-057.1,Costa Rica,Neotropical,No,2003-2005,Artibeus watsoni,Artibeus,watsoni,NA,Phyllostomidae,Yes,11,NA,NA,VHF transmitter,VHF transmitter,Holohil BD-2 ; Holohil BD-2N,Yes,Yes,NA,0.47,0.51,No,NA,3.9,4.25,23.1.2023 Gloriana Chaverri,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_043,"Prolonged foraging bouts of a solitary gleaning/hawking bat, Myotis evotis",Research,Canadian Journal of Zoology,2003,https://doi.org/10.1139/z03-056,"Alberta, Canada",Nearctic,Yes,1997-1998,Myotis evotis,Myotis,evotis,NA,Vespertilionidae,Provided by author(s),NA,6,8,temperature-sensitive radio transmitters,VHF transmitter,Holohil,Yes,Yes,NA,0.54,0.56,Yes,NA,5.9,8.9,Yes,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_044,"Thermoregulatory ecology of a solitary bat, Myotis evotis, roosting in rock crevices",Research,Functional ecology,2002,NA,"Alberta, Canada",Nearctic,Yes,1996-1997,Myotis evotis,Myotis,evotis,NA,Vespertilionidae,Provided by author(s),NA,6,8,temperature-sensitive radio transmitters,VHF transmitter,Holohil,Yes,Yes,NA,0.54,0.56,Yes,NA,5.9,8.9,29.1.2023 Bryan J Chruszcz,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_044,"Thermoregulatory ecology of a solitary bat, Myotis evotis, roosting in rock crevices",Research,Functional ecology,2002,NA,"Alberta, Canada",Nearctic,Yes,1996-1997,Myotis evotis,Myotis,evotis,NA,Vespertilionidae,Provided by author(s),NA,6,8,temperature-sensitive radio transmitters,VHF transmitter,Holohil,Yes,Yes,NA,0.54,0.56,Yes,NA,5.9,8.9,29.1.2023 Bryan J Chruszcz,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_045,Roosts and activity areas of nyctinomops macrotis in northern arizona,Research,Acta Chiropterologica,2008,https://doi.org/10.3161/150811008X414890,"Arizona, USA",Nearctic,No,2005,Nyctinomops macrotis,Nyctinomops,macrotis,NA,Molossidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil BD-2 ; Holohil BD-2A ; Holohil BD-2B,Yes,No,NA,NA,NA,No,<4,NA,NA,29.1.2023 Carol Chambers,No,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_046,"Central-place foraging in nursing, arthropod-gleaning bats",Research,Canadian Journal of Zoology,2008,https://doi.org/10.1139/Z08-041,Israel,Palearctic,No,2002-2004,Otonycteris hemprichii,Otonycteris,hemprichii,NA,Vespertilionidae,Yes,NA,17,23,VHF transmitter,VHF transmitter,Holohil BD-2T,Yes,Yes,NA,1,1.2,No,<5,NA,NA,24.2. Carmi Korine,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_047,Foraging behavior of a desert dwelling arthropod-gleaning bat (otonycteris hemprichii) during pregnancy and nursing,Research,Acta Chiropterologica,2010,https://doi.org/10.3161/150811010X537873,Israel,Palearctic,No,2002-2004,Otonycteris hemprichii,Otonycteris,hemprichii,NA,Vespertilionidae,Yes,NA,17,23,VHF transmitter,VHF transmitter,Holohil BD-2T,Yes,Yes,NA,1,1.2,No,<5,NA,NA,24.2. Carmi Korine,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_047,Foraging behavior of a desert dwelling arthropod-gleaning bat (otonycteris hemprichii) during pregnancy and nursing,Research,Acta Chiropterologica,2010,https://doi.org/10.3161/150811010X537873,Israel,Palearctic,No,2002-2004,Otonycteris hemprichii,Otonycteris,hemprichii,NA,Vespertilionidae,Yes,NA,17,23,VHF transmitter,VHF transmitter,Holohil BD-2T,Yes,Yes,NA,1,1.2,No,<5,NA,NA,24.2. Carmi Korine,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_048,The Use of Torpor in Reproductive Female Hemprich's Long-Eared Bats (Otonycteris hemprichii),Research,PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,2009,http://dx.doi.org/10.1086/647926,"Midreshet Ben-Gurion, Israel",Palearctic,No,2002-2004,Otonycteris hemprichii,Otonycteris,hemprichii,NA,Vespertilionidae,Yes,20,17,23,VHF transmitter,VHF transmitter,Holohil BF-2T,Yes,Yes,NA,1,1.2,No,<0.5,NA,0.5,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_049,"Differences in foraging behaviour between Pipistrellus pipistrellus (Schreber, 1774) and Pipistrellus pygmaeus (Leach, 1825)",Research,Journal of Zoology,2005,https://doi.org/10.1111/j.1469-7998.2005.00016.x,UK,Palearctic,Yes,2001-2003,Pipistrellus pipistrellus,Pipistrellus,pipistrellus,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Titley ; Biotrack,Yes,Yes,NA,0.35,0.4,Some,NA,4.9,7,24.2. Ian Davidson-Watts,Yes,Co-authors,Co-authors
