Article Title,Abstract,Author1,Author2
Compensation behaviors in echolocating bats measured by a telemetry microphone during flight,"Some echolocating bat species are well known to compensate for the Doppler shifts in the echoes by changing their pulse frequencies so that the echo frequencies remain constant at which the bats can hear best. This behavior is termed Doppler-shift compensation and is an important behavioral adaptation for echolocating bats. In this study, we present the evidence for another compensation mechanism of echolocating bats, in which pulse intensity is adjusted in relation to the distance to a target resulting in maintenance of a constant intensity of the echo. Our custom-made telemetry microphone (Telemike) mounted on the back of the bat allowed us to observe not only the emitted pulses, but also the returning echoes which the flying bat actually listened to. The signal characteristics of pulse-echo pairs were analyzed combining with a high-speed video camera system as a bat flying toward the wall on which a landing mesh was attached in the flight chamber. We found that pulse intensity in bats intending to land exhibited a marked decrease by approximately 30 dB within 2 m of distance from the target wall, and the mean reduction rate was 6.5 dB per halving of distance. In contrast, the intensity of echoes returning from the target wall at the head of the flying bat indicated a nearly constant intensity while approaching the target wall. These findings provide direct evidence that bats are supposed to adjust pulse intensity to compensate for changes in echo intensity to maintain a constant intensity within the range necessary for optimal signal processing (echo-intensity compensation).",1,1
Roost elevation and ambient temperature best predict use of summer heterothermy in eastern red bats,"Temperate bat species cope with environmental temperatures outside their thermoneutral zone through physiological responses, habitat selection, and social roosting. While there have been several studies examining these factors in bat species that form maternity colonies in tree cavities, underneath bark, or in manmade structures, such studies rarely focus on bats that roost solitarily in tree foliage. To better understand the thermal environment of a foliage-roosting bat and how they respond to thermal stimuli, we used temperature-sensitive radio-telemetry and environmental dataloggers to study the eastern red bat (Lasiurus borealis) in southeast Ohio. We collected skin temperatures from eight male and nine reproductive female bats in combination with microclimate data from 25 bat roosts and 15 random trees. We found that elevation, minimum ambient temperature, and maximum ambient temperature best predicted bat skin temperatures, while sex had little effect. We also found that trees located at higher elevations had warmer canopy microclimates than those at lower elevations, but temperatures did not differ between roost and random trees. These results show that solitary, foliage-roosting species use torpor extensively in response to cool temperatures during summer. These results have conservation implications, indicating that areas on the landscape with warmer conditions are important for reducing the cost of maintaining euthermic body temperatures. In southeastern Ohio, this includes upland forests, but our data suggest that temperatures at slope positions, and not the elevation itself, are the important habitat feature for eastern red bats.",1,1
A Smart Bat Algorithm for Wireless Sensor Network Deployment in 3-D Environment,"Wireless sensor network deployment in a 3-D environment with an optimal balance of system lifetime, cost, coverage, connectivity, and fault tolerance is a challenging task. Current studies on this task are still very few. In this letter, we propose a two-stage deployment strategy for this task. To implement the strategy, we propose a Bat Algorithm-based meta-heuristic algorithm named Smart Bat Algorithm (SBA). The SBA enhances the searching behaviors of artificial bats to be smarter and more efficient by leveraging decision theory and fuzzy logic techniques. The simulation results indicate that the SBA delivers better and more robust solutions compared with three other popular meta-heuristic algorithms.",0,0
Low Rates of PIT-Tag Loss in an Insectivorous Bat Species,"The rate of loss of tags used to mark individuals is an important consideration in wildlife research and monitoring. Passive integrated transponder (PIT) tags (or microchips) generally have high retention rates; however, tag loss rates for small mammals such as insectivorous bats are poorly understood. We double-marked a population of Gould's wattled bats (Chalinolobus gouldii) with forearm bands and PIT tags (with the injection site sealed with surgical adhesive) in January and February 2020 to determine rates of subsequent tag loss over the short- (1-2 months) and medium- (13-14 months) term. Loss of PIT tags occurred in 4 (2.7%) of 146 recaptured individuals, all within 2 months of microchipping. We also recorded 1 occurrence of band loss 11 months after banding. Our study supports assertions that PIT-tag retention rates in small mammals are high, and suggests that rates of tag loss in small bat species are low when surgical adhesive is applied. Quantifying the rate of tag loss enables this variable to be incorporated into mark-recapture models. (c) 2021 The Wildlife Society.",0,0
Winter activity of a population of greater horseshoe bats (Rhinolophus ferrumequinum),"Activity patterns of greater horseshoe bats Rhinolophus ferrumequinum were investigated at caves in Cheddar (south-west England) during the hibernation season. An ultrasound detector and datalogger were used to monitor and record the number of echolocation calls in a single cave. Activity of R. ferrumequinum remained largely nocturnal throughout winter, and the mean time of activity over 24 h was 88 to 369 min after sunset. There was an increase in diurnal activity from late May to early June, probably because bats remained active after foraging at dawn towards the end of the hibernation season. Visits to the cave did not increase bat activity. Cave air temperature reflected external climatic temperature, although there was variation in cave temperature and its range within and among caves. Individual R. ferrumequinum are usually dispersed in caves in regions where temperature fluctuations correlate with climatic variations in temperature. There was a positive correlation between the number of daily bat passes monitored by the bat detector and datalogger (= daily activity) and cave temperature. Nocturnal activity may be sometimes associated with winter feeding. Neither date nor barometric pressure had a significant effect on daily activity. Activity patterns largely reflected the findings from individual R. ferrumequinum studied by telemetry (Park, 1998), in that bat activity increased with cave and climatic temperatures, and the temporal pattern of activity remained consistently nocturnal throughout winter, starting at dusk.",0,0
Multi-sensor Detection Network based on Improved Bat Algorithm.,"In view of the disadvantages of low quality and slow calculation speed in the current establishment of multi-sensor detection network algorithms, this paper introduces an improved bat algorithm to solve the optimal solution of the detection network. The basic bat algorithm was improved by K-means algorithm initialization, speed update using adaptive step size, reverse direction search and mutation operation, and an improved bat algorithm was obtained. Simulation experiments show that the improved algorithm has significantly improved the speed of calculation and optimization. In addition, by comparing the improved bat algorithm with the particle swarm optimization algorithm and bee colony algorithm, it is proved that the proposed algorithm is of higher quality and easier to solve. Get the optimal solution of the probe network.",0,0
Roost selection by Rafinesque's big-eared bats (Corynorhinus rafinesquii) in a pristine habitat at three spatial scales,"Although several studies have described roost use by Rafinesque's big-eared bats (Corynorhinus rafinesquii), few studies have examined roost selection. We examined roost use and selection by Rafinesque's big-eared bat at the tree, stand, and landscape scales during the maternity season in pristine old-growth habitat in the Coastal Plain of South Carolina. We located 43 roosts (14 maternity, 29 solitary) through cavity searches and radio-telemetry. Maternity colonies and solitary individuals selected roosts based on similar characteristics. The best model explaining roost selection by all bats included tree and stand characteristics; landscape factors had little influence on roost use. Bats selected large diameter trees in areas with a high density of trees with cavities in the surrounding area. Most roosts (67.4%) were in water tupelo (Nyssa aquatica) in semi-permanently flooded and saturated areas. Half of maternity roost cavities had upper bole openings whereas only 25.8% of solitary roosts had upper bole openings. Bats that roosted with maternity groups stayed in roosts for significantly shorter periods of time (1.3 +/- 0.1 days) and used significantly more roost trees (5.0 +/- 0.6 roosts) than adult males (3.8 +/- 1.10 days, 2.3 +/- 0.4 roosts, respectively). Maternity colony use of cavities with upper bole openings and shorter residency times suggest that predator avoidance may have been an important factor governing roosting behavior of maternity colonies in this area. Our results suggest that retention of large diameter, hollow trees in wetland areas will benefit Rafinesque's big-eared bat individuals and maternity colonies in this area.",1,1
"Absence of Jamming Avoidance and Flight Path Similarity in Paired Bent-Winged Bats, Miniopterus Fuliginosus","Echolocating bats perceive their surroundings by listening to the echoes of self-generated ultrasound pulses. When multiple conspecifics fly in close proximity to each other, sounds emitted from nearby individuals could mutually interfere with echo reception. Many studies suggest that bats employ frequency shifts to avoid spectral overlap of pulses with other bats. Technical constraints in recording technology have made it challenging to capture subtle changes in the pulse characteristics of bat calls. Therefore, how bats change their behavior to extract their own echoes in the context of acoustic interference remains unclear. Also, to our best knowledge, no studies have investigated whether individual flight paths change when other bats are present, although movements likely reduce acoustic masking. Here, we recorded the echolocation pulses of bats flying alone or in pairs using telemetry microphones. Flight trajectories were also reconstructed using stereo camera recordings. We found no clear tendency to broaden individual differences in the acoustic characteristics of pulses emitted by pairs of bats compared to bats flying alone. However, some bats showed changes in pulse characteristics when in pairs, which suggests that bats can recognize their own calls based on the initial differences in call characteristics between individuals. In addition, we found that the paired bats spend more time flying in the same directions than in the opposite directions. Besides, we found that the flight paths of bats were more similar in paired flight trials than in virtual pairs of paired flight trials. Our results suggest that the bats tend to follow the other bat in paired flight. For the following bat, acoustic interference may be reduced, while the opportunity to eavesdrop on other bats' calls may be increased.",1,0
Beauty and the beast: how a bat utilizes forests shaped by outbreaks of an insect pest,"The consequences of different management strategies following natural disturbances are a matter of global concern. In former production forests around the Northern Hemisphere, the abandonment of intervention, such as removal of dead wood, after outbreaks of bark beetles has been increasingly promoted to regain more natural conditions. However, many focal species of conservation, such as the barbastelle bat Barbastella barbastellus, do not primarily depend on dead wood but might respond indirectly to disturbance-induced changes of forest structural attributes. We investigated the response of B. barbastellus foraging activity and roost selection by combining acoustic surveys, radio telemetry, and airborne light detection and ranging (LiDAR) to characterize B. barbastellus habitat use on different scales. B. barbastellus foraging activity increased with increasing canopy opening. Maternity colonies were recorded exclusively in trees killed by bark beetles. Bats preferred roost trees with a higher volume (m(3)ha(-1)) of live trees in the surrounding, and trees with on average larger diameters than nearby control trees. Our results revealed that outbreaks of bark beetles result in forest structural attributes that are suitable habitat for B. barbastellus. Salvage logging, i.e., the removal of beetle-affected trees, generally deteriorates the positive effects of bark-beetle outbreaks on the foraging and roosting habitat of B. barbastellus. We recommend maintaining snags of large diameter if salvage logging is mandatory.",1,1
Node Localization of Wireless Sensor Networks Based on Hybrid Bat-Quasi-Newton Algorithm,"Concerning the problem that the least square method in the third stage of DV-Hop algorithm has low positioning accuracy, a localization algorithm was proposed which is the fusion of hybrid bat-quasi-Newton algorithm and DV-Hop algorithm. First of all, the Bat Algorithm (BA) was improved from two aspects: firstly, the random vector beta was adjusted adaptively according to bats fitness so that the pulse frequency had the adaptive ability. Secondly, bats were guided to move by the average position of all the best individuals before the current iteration so that the speed had variable performance; Then in the third stage of DV-Hop algorithm the improved bat algorithm was used to estimate node location and then quasi-Newton algorithm was used to continue searching for the node location from the estimated location as the initial searching point. The simulation results show that, compared with the traditional DV-Hop algorithm and the improved algorithm of DV-Hop based on bat algorithm (BADV-Hop). Positioning precision of the proposed algorithm increases about 16.5% and 5. 18%, and the algorithm has better stability, it is suitable for high positioning precision and stability situation.",0,0
An effective Bat algorithm for node localization in distributed wireless sensor network,"Wireless sensor networks (WSNs) have recently been extensively investigated due to their numerous applications in processes that have to be spread over a large area. One of the important issues of WSN is node localization; node localization capability is highly desirable for the performance evaluation in monitoring applications. Localization is defined as estimating the locations of sensors with initially unknown location information as most sensors do not know their locations due to the cost and size of sensors. The main objective of localization is to find the nodes' positions in a short time with a low energy cost; for this reason, recent approaches relying on swarm intelligence techniques are utilized, and node localization is considered an optimization problem in a multidimensional space. Recently, the meta-heuristic Bat algorithm was proposed as a solution for the node localization problem. This paper proposes an effective Bat algorithm for the node localization problem, the effectiveness of which is based on the adaptation of velocity of the Bats by hybridization, with Doppler effect for improving the performance, aptly termed Dopeffbat. Hence, Dopeffbat computes (through evolution) the nodes' positions iteratively through the Euclidian distance as fitness. Deploying this algorithm on a large WSN with hundreds of sensors demonstrates decent performance in terms of node localization. Moreover, the Dopeffbat parameters are simulated and interpreted in different scenarios of simulation; in addition, a comparative study was performed to further demonstrate the performance of the proposed algorithm, and the simulation results prove that Dopeffbat has a high convergence rate and greater precision compared with the original Bat algorithm and particle swarm optimization (PSO) algorithms.",0,0
Nine years of Indiana bat (Myotis sodalis) spring migration behavior,"The endangered Indiana bat (Myotis sodalis) congregates in large hibernation groups in winter and travels after spring emergence to form summer maternity colonies, but information on migration behavior in this species remains limited to mostly band recovery observations. We tracked female Indiana bats in spring migration toward summer grounds using aerial radiotelemetry. Adult female Indiana bats were radiotagged in spring from 2009 through 2017, with 15 individuals successfully tracked to summer grounds and an additional 11 bats located in summer grounds via aerial telemetry after migration was complete. This resulted in the location of 17 previously unknown summer grounds for female Indiana bats, including adding Georgia, Alabama, and Mississippi to the summer maternity range. Two of the colonies identified in this study were south of the previously known southernmost colony in Tennessee, expanding the summer maternity range for the species by 178 km. Time-stamped location fixes along the migration path provided information about nightly and overall distances traveled, duration of travel, migration speed, and weather-related influences on bat behavior. Bats traveled 164.6 +/- 26.2 km (+/- SE) on average from hibernacula to summer grounds and were migrating for an average of 7.3 +/- 1.4 calendar nights. Bats alternated between foraging and traveling throughout each night of their migration route. Nightly migration rate was 9.9 +/- 0.8 km/h and bats were active on the landscape for an average of 6.1 +/- 0.4 h/night. Lower nighttime temperatures and lower barometric pressure correlated with use of layover areas during a migration night. Understanding bat behavior during migration can provide pertinent information for land managers to consider in efforts to conserve potential migration corridors, foraging areas, and roosting habitats of species in decline.",1,1
"Observations on the distribution, ecology, and behaviour of bats on the Galapagos Islands","The distribution of bats on five Galapagos islands was assessed using ultrasonic detectors that can identify the feeding calls of different bat species. Red bats (Lasiurus brachyotis) were present on Santa Cruz and San Cristobal. Hoary bats (L. cinereus) were present on Santa Cruz, San Cristobal, Isabela, Floreana and Santiago. Species identifications were confirmed by recordings of bat calls, observations of flying bats, and the capture of 21 red bats and three hoary bats. There was no evidence of other species of bats on the Galapagos. Body size measurements were similar to those of South American red (L. borealis) and hoary (L. c. villosissimus) bats. Species status of L. brachyotis is not supported by morphological data. Both species were active in lowland and highland habitats, and foraging activity was high around street lights. Radio telemetry was used to locate day roosts and the nightly activity areas of four red bats in lowland areas of Santa Cruz. During the day, these bats roosted singly in the foliage of nine species of plant. Nightly activity areas were 10 to 20 ha in size. The activity areas of individuals overlapped, and included their known day roost sites. Both bat species were apparently more active in lowland habitats during the cool garua season, and less active in lowland habitats during the hot season. Female red bats were more abundant in lowland habitats during the cool season than were male red bats. Mesic, upland habitat may be critical to the survival of bats in the Galapagos.",1,1
"Roost selection by the north Queensland long-eared bat Nyctophilus bifax in littoral rainforest in the Iluka World Heritage Area, New South Wales","The aim of this study was to describe the roosts of Nyctophilus bifax in littoral rainforest in Iluka Nature Reserve on the north coast of New South Wales. Radio-telemetry was used to track 17 bats in November 1988 (lactation season) and 11 in May 1989 (mating season) to 87 roosts in 49 trees within the littoral rainforest. The bats frequently changed roosts, which were clustered within a small area. During November, lactating females moved twins between diurnal roosts and some carried twins while foraging. Twins represented a load of up to 95% of their mother's bodyweight. Bats roosted communally in foliage and tree hollows, beneath peeling bark, among epiphytes, and between strangler figs and host trees. Hollows were used more frequently when bats were lactating, while the use of foliage roosts was greater during the mating season. Roosts were concentrated in four tree species, although a wide range of other tree species was used. Roost trees used in November were taller (17 m) than those used in May (8.2 m), and reflect selection of Syzygium leuhmannii and A cmena hemilampra, both trees of the forest interior. The converse applied for selection of Cupaniopsis anacardioides, a small tree of the littoral zone, in May. These results identify the need for conserving a diversity of roosts for this species of bat.",1,1
Bat species composition and roost use in pinyon-juniper woodlands of New Mexico,"Bat species composition and structures used for maternity colony roosts were investigated in pinyon-juniper habitats of the Cibola National Forest. I mist netted 10 sites with permanent water on four different nights during the summer of 1995. Number of species and total numbers of bats captured ranged from 0-11 species at a site and 0-134 bats in a night. Myotis californicus, M. ciliolabrum, M. volans, M. thysanodes, Eptesicus fuscus, Lasionycteris noctivagans, Lasiurus cinereus, and Tadarida brasiliensis were captured at greater than or equal to 5 sites, although not always in high numbers. Species captured at <5 sites were either locally abundant (e.g., M. evotis) or a rarity (e.g., Euderma maculatum). Radio-telemetry was used to study maternity-roost use by three federal category 2 candidate species. Three M. thysanodes, one M. evotis, and two M. volans roosts were located. M. thysanodes and M. volans roosts with 30 to over 200 bats were found in ponderosa pine snags and live ponderosa pine (Pinus ponderosa) with long, vertical cracks, These snag and live-tree roosts were located in ponderosa pine stringers in drainages between pinyon-juniper slopes or at the interface of ponderosa pine and pinyon-juniper habitats. M, evotis used live and dead junipers exclusively for colony and solitary roosts.",1,1
Seasonality of torpor patterns and physiological variables of a free-ranging subtropical bat,"Seasonal changes in weather and food availability differ vastly between temperate and subtropical climates, yet knowledge on how free-ranging subtropical insectivorous bats cope with such changes is limited. We quantified ambient temperatures, torpor patterns and thermal physiology of subtropical insectivorous northern long-eared bats, Nyctophilus bifax, during summer (n=13) and winter (n=8) by temperature telemetry. As predicted, ambient conditions varied significantly between seasons, with warmer weather during summer. All bats used torpor on 85% of observation days during summer in comparison to 100% during winter. During summer, patterns of torpor varied and the duration of torpor bouts was not significantly affected by ambient temperature, whereas during winter torpor bout duration was negatively correlated with mean ambient temperature. Mean torpor bout duration in summer was 3.2 +/- 1.3 h and in winter was 26.8 +/- 11.3 h . Mean arousal time during summer was in the early afternoon and during winter in the late afternoon, and throughout both seasons arousals for possible foraging periods occurred near sunset. Skin temperature was positively correlated with ambient temperatures in both seasons, but the relationship differed between seasons. We show that torpor is used regularly throughout the year in a free-ranging subtropical bat and provide the first evidence demonstrating that torpor patterns and thermal physiology change with season.",1,1
Low-Weight Wireless Sensor Network for Encounter Detection of Bats,In this paper a compact low weight wireless sensor node for proximity detection is presented. The energy-efficient system design enables an operation time of more than 9 days at a total weight of the tag of less than 2 g. Test measurements in a colony of bats proof the applicability of the system for encounter detection of individual bats based on received signal strength measurements.,1,1
Eavesdropping on Echolocation: Recording the Bat's Auditory Experience,"Insectivorous bats are able to locate and capture insects in complete darkness while flying at high speeds. They may consume hundreds of insects each night while avoiding obstacles in a complex environment. To investigate the processes associated with bat echolocation, we have developed instrumentation that allows us to record and visualize what a bat hears while flying through its natural environment. Recordings were made using a miniaturized radio telemetry system mounted directly on the back of the bat. This paper describes the design and testing of the components of this system, presents echolocation data collected from bats and discusses issues associated with the visualization and analysis of echoes recorded in a natural setting from the bat's point-of-view. It presents a new tool for visualizing a bat's experience by generating call sequence sonograms (CSSs) based on various signal parameters. CSSs based on time series amplitude, band-limited spectral magnitude and Q-factor are presented. This work demonstrates that CSSs based on Q-factor (computed by dividing a peak frequency estimate by a bandwidth estimate) provides a relatively clear representation of the objects producing echoes encountered by a bat during a continuous flight.",1,1
Does light condition affect the habitat use of soprano pipistrelles Pipistrellus pygmaeus at the species northern extreme?,"This study explores the hunting habitat and activity patterns of the soprano pipistrelle Pipistrellus pygmaeus in relation to insect densities and light conditions during summer at 62 degrees N in western Norway. Here, the first soprano pipistrelles emerge at several thousand lux and are common in woodland at more than 1000 lux. In this study, bats tagged with transmitters emerged from their roosts on average one hour before sunset and were airborne for more than five hours each night. During the first hours they always hunted in woodland, but shifted to hunt above the fiord during the night. This shift occurred on average 2 h and 25 min after evening emergence and 1 h and 30 min after sunset. In addition to using radio telemetry, bat contacts over the fiord were counted using ultrasound detectors and car transects. Simultaneously, insects were collected using suction traps and light levels were measured. There was a highly significant effect of light intensity on the number of bats hunting along the fiord. Predictions based on a second order polynomial generalised linear model (GLM) shows that soprano pipistrelles will start to hunt above the fiord when light levels drop below approximately 25 lux. It also suggests a slight reduction of insects as bat numbers increase along the shoreline. The GLM model explains approximately 92% of the variation in the dataset. Ultrasound recordings show that soprano pipistrelles attack far more prey per effort near the shores compared to areas further away. The results found in this study strongly suggest that habitat selection is a trade-off between food energy intake and other factors, e.g. predation risk.",1,1
Bat-inspired Hair Sensor,"We present the design of a directional airflow sensor inspired by the bat hair sensory system. The design is based on the integration of a MEMS structure with mechanical amplification of a deflecting hair on a suspended membrane together with differential sensing of parallel plate capacitors placed at the base of the hair. We describe the design and show simulations predicting that the structure is capable of detecting airspeeds of 0.5 m/sec in a directionally sensitive fashion. Furthermore, the structure is mechanically simple and inexpensive to fabricate. It has been integrated into a miniature form factor for deployment on the wing of a freely flying bat, and MEMS fabrication is currently underway.",0,0
"Evidence of resource-defense polygyny in an endangered subtropical bat, Eumops floridanus","Understanding sociality and animal behavior is critical for developing effective conservation strategies. Many tropical bat species form harems, where dominant males play key social roles by defending groups of females directly (female-defense polygyny) and/or the resources that females need (resource-defense polygyny). The Florida bonneted bat (Eumops floridanus) is an endangered subtropical species suspected to form harems, but our understanding of its social structure, reproduction, and behavior is rudimentary. In this study, we evaluated demographic variation in morphological and behavioral characteristics of Florida bonneted bats to test the hypothesis that this species forms harem groups and exhibits resource-defense polygyny at roost sites. We used a 4-year dataset of 341 individuals uniquely marked with passive integrated transponders (PIT tags), coupled with tri-annual capture records, to track activity patterns of bats at five roosts fitted with PIT tag readers. We identified the likely dominant males and other demographic groups in each roost using morphometric characteristics and reproductive status. We assessed differences between sexes and among status categories in three primary metrics: amount of activity at the roost, time of emergence, and initial foray duration per night. Dominant males consistently were the most active individuals at roosts and spent the least amount of time away from roosts during forays, relative to females and other males. Females spent more time away from roosts than males and shared similar foraging activity patterns regardless of status. Our findings suggest that Florida bonneted bats form small harem groups that are active year round. Male bats exhibit characteristics of resource-defense polygyny at roost sites and a size-biased hierarchy, with the largest reproductively active males appearing to defend the roost at the expense of time spent foraging. We suggest that the roost site represents a critical, limited and defendable resource for male Florida bonneted bats to gain access to females, which has important implications for the conservation and enhancement of roost sites. Our study highlights the importance of accounting for differences in behavior across demographic groups and social roles when considering resource needs for imperiled species. (C) 2020 The Author(s). Published by Elsevier B.V.",0,0
STUDYING THE MIGRATORY BEHAVIOR OF INDIVIDUAL BATS: CURRENT TECHNIQUES AND FUTURE DIRECTIONS,"Migrating bats are among the most poorly understood of migratory taxa, with relatively little information available on their behavior and ecology during migration compared to other taxa. This arises because of the small animal problem, namely the limitations of current technology to track individual animals that weigh <190 g. In this paper (which is not a comprehensive review of bat migration) we assess the limits of current techniques available to study the migratory behavior of individual bats and what is needed to take the study of the behavior and ecology of migrating bats forward.",1,0
Fatty Acid Methyl Ester Profiles of Bat Wing Surface Lipids,"Sebocytes are specialized epithelial cells that rupture to secrete sebaceous lipids (sebum) across the mammalian integument. Sebum protects the integument from UV radiation, and maintains host microbial communities among other functions. Native glandular sebum is composed primarily of triacylglycerides (TAG) and wax esters (WE). Upon secretion (mature sebum), these lipids combine with minor cellular membrane components comprising total surface lipids. TAG and WE are further cleaved to smaller molecules through oxidation or host enzymatic digestion, resulting in a complex mixture of glycerolipids (e.g., TAG), sterols, unesterified fatty acids (FFA), WE, cholesteryl esters, and squalene comprising surface lipid. We are interested if fatty acid methyl ester (FAME) profiling of bat surface lipid could predict species specificity to the cutaneous fungal disease, white nose syndrome (WNS). We collected sebaceous secretions from 13 bat spp. using Sebutape(A (R)) and converted them to FAME with an acid catalyzed transesterification. We found that Sebutape(A (R)) adhesive patches removed similar to 6x more total lipid than Sebutape(A (R)) indicator strips. Juvenile eastern red bats (Lasiurus borealis) had significantly higher 18:1 than adults, but 14:0, 16:1, and 20:0 were higher in adults. FAME profiles among several bat species were similar. We concluded that bat surface lipid FAME profiling does not provide a robust model predicting species susceptibility to WNS. However, these results provide baseline data that can be used for lipid roles in future ecological studies, such as life history, diet, or migration.",0,0
Digital gene expression tag profiling of bat digits provides robust candidates contributing to wing formation,"Background: As the only truly flying mammals, bats use their unique wing - consisting of four elongated digits (digits II-V) connected by membranes - to power their flight. In addition to the elongated digits II-V, the forelimb contains one shorter digit (digit I) that is morphologically similar to the hindlimb digits. Here, we capitalized on the morphological variation among the bat forelimb digits to investigate the molecular mechanisms underlying digit elongation and wing formation. Using next generation sequencing technology, we performed digital gene expression tag profiling (DGE-tag profiling) of developing digits in a pooled sample of two Myotis ricketti and validated our sequencing results using real-time quantitative PCR (RT-qPCR) of gene expression in the developing digits of two Hipposideros armiger. Results: Among hundreds of genes exhibiting significant differences in expression between the short and long digits, we highlight 14 genes most related to digit elongation. These genes include two Tbx genes (Tbx3 and Tbx15), five BMP pathway genes (Bmp3, RGMB, Smad1, Smad4 and Nog), four Homeobox genes (Hoxd8, Hoxd9, Hoxa1 and Satb1), and three other genes (Twist1, Tmeff2 and Enpp2) related to digit malformations or cell proliferation. In addition, our results suggest that Tbx4 and Pitx2 contribute to the morphological similarity and five genes (Acta1, Tnnc2, Atp2a1, Hrc and Myoz1) contribute to the functional similarity between the thumb and hindlimb digits. Conclusions: Results of this study not only implicate many developmental genes as robust candidates underlying digit elongation and wing formation in bats, but also provide a better understanding of the genes involved in autopodial development in general.",0,0
Analysis of echolocation behavior of bats in echo space using acoustic simulation,"Background Echolocating bats use echo information to perceive space, control their behavior, and adjust flight navigation strategies in various environments. However, the echolocation behavior of bats, including echo information, has not been thoroughly investigated as it is technically difficult to measure all the echoes that reach the bats during flight, even with the conventional telemetry microphones currently in use. Therefore, we attempted to reproduce the echoes received at the location of bats during flight by combining acoustic simulation and behavioral experiments with acoustic measurements. By using acoustic simulation, echoes can be reproduced as temporal waveforms (including diffracted waves and multiple reflections), and detailed echo analysis is possible even in complex obstacle environments. Results We visualized the spatiotemporal changes in the echo incidence points detected by bats during flight, which enabled us to investigate the echo space revealed through echolocation for the first time. We then hypothesized that by observing the differences in the echo space before and after spatial learning, the bats' attentional position would change. To test this hypothesis, we examined how the distribution of visualized echoes concentrated at the obstacle edges after the bats became more familiar with their environment. The echo incidence points appeared near the edge even when the pulse direction was not toward the edge. Furthermore, it was found that the echo direction correlated with the turn rate of the bat's flight path, revealing for the first time the relationship between the echo direction and the bat's flight path. Conclusions We were able to clarify for the first time how echoes space affects echolocation behavior in bats by combining acoustic simulations and behavioral experiments.",0,0
"Rapid frequency control of sonar sounds by the FM bat, Miniopterus fuliginosus, in response to spectral overlap","In the presence of multiple flying conspecifics, echolocating bats avoid jamming by adjusting the spectral and/or temporal features of their vocalizations. However, little is known about how bats alter their pulse acoustic characteristics to adapt to an acoustically jamming situation during flight. We investigated echolocation behavior in a bat (Miniopterus fuliginosus) during free flight under acoustic jamming conditions created by downward FM jamming sounds mimicking bat echolocation sounds. In an experimental chamber, the flying bat was exposed to FM jamming sounds with different terminal frequencies (TFs) from loudspeakers. Echolocation pulses emitted by the flying bat were recorded using a telemetry microphone (Telemike) mounted on the back of the bat. The bats immediately (within 150 ms) shifted the TFs of emitted pulses upward when FM jamming sounds were presented. Moreover, the amount of upward TF shift differed depending on the TF ranges of the jamming sounds presented. When the TF range was lower than or overlapped the bat's mean TF, the bat TF shifted significantly upward (by 1-2 kHz, Student's t-test, P<0.05), corresponding to 3-5% of the total bandwidth of their emitted pulses. These findings indicate that bats actively avoid overlap of the narrow frequency band around the TF. (C) 2016 The Authors. Published by Elsevier B.V.",1,1
Energy Consumption in Point-Coverage Wireless Sensor Networks via Bat Algorithm,"Sensor nodes spend the most of their limited energy on communicating with environmental information gathered in receivers. Hence, it is important to determine the optimal monitoring sensor nodes and information flow paths to the destination and sink in order to survive the sensor networks. Additionally, the heavy traffic load for transferring packets in nodes closer to the sink increases energy consumption and reduces battery life. It is desirable to reduce the energy between nodes and sink. The main goal is to extend the network lifetime through extending the lifetime of operating sensors as well transferring gathered data from super node to the sink. In this paper, Bat Algorithm (BA) is used to select the optimum monitoring sensor node and resulted path to reduce energy consumption. Simulation results and comparison with other algorithms show the superiority of the proposed algorithm. The simulation results of the proposed algorithm show that the proposed algorithm has been able to reduce the power consumption of the network and increase the lifetime of the network. Also, the proposed algorithm is able to outperform the comparable algorithms on average by 27%.",0,0
The importance of temporal heterothermy in bats,"Animals must balance their energy budgets even when confronted with periodic food shortages and/or adverse environmental conditions. Especially, small endothermic animals require large amounts of energy to maintain high and stable body temperatures (T-b) via endogenous heat production. To deal with energetic challenges, many small endotherms are heterothermic, abandon regulation of high T-b and enter a state of torpor resulting in large energy savings. Torpor is used by many bat species because they are small, have high rates of heat loss and rely on fluctuating food resources (e.g. insects, fruit, nectar). Many bats use torpor all year, but the expression of temporal heterothermy can be strongly seasonal especially for temperate and subtropical species, which may hibernate for long periods. Recent advances in our understanding of torpor expression in bats have been made using temperature telemetry for remote data collection of T-b in free-ranging wild individuals from all climate zones. This new knowledge on free-ranging bats has revealed the importance of torpor expression not only for energy conservation but also for other benefits, such as reduction of extrinsic mortality (e.g. predation). On the contrary, dense clustering during hibernation, important for minimizing energy and water loss, may also expose bats to infectious disease. An emerging, cold-tolerant fungal pathogen of bats causes a new disease called white-nose syndrome (WNS), which is devastating populations of multiple species in eastern North America. Given the importance of temporal heterothermy to their biology, and links between torpor expression and mortality from WNS, it is becoming increasingly important to understand the ecology and physiology of torpor in this largely understudied and cryptic mammalian group. Here, we review past and current literature to summarize the importance and evolution of heterothermy in bats.",0,0
